KPT Processing Center,Appls Pending At Beg Of Report Period (Both Non-Expedited and Expedited),,2,14,0,0
KPT Processing Center,Appls Received This Report Period (Both Non-Expedited and Expedited),,1,0,0,0
KPT Processing Center,Total Dispositions,Timely,0,0,0,0
KPT Processing Center,Total Dispositions,Untimely (Agency Caused),0,0,0,0
KPT Processing Center,Total Dispositions,Untimely (Client Caused),0,0,0,0
KPT Processing Center,Total Approvals,Timely,0,0,0,0
KPT Processing Center,Total Approvals,Untimely (Agency Caused),0,0,0,0
KPT Processing Center,Total Approvals,Untimely (Client Caused),0,0,0,0
KPT Processing Center,Total Non-Expedited Approvals,Timely,0,0,0,0
KPT Processing Center,Total Non-Expedited Approvals,Untimely (Agency Caused),0,0,0,0
KPT Processing Center,Total Non-Expedited Approvals,Untimely (Client Caused),0,0,0,0
KPT Processing Center,Total Expedited Approvals,Timely,0,0,0,0
KPT Processing Center,Total Expedited Approvals,Untimely (Agency Caused),0,0,0,0
KPT Processing Center,Total Expedited Approvals,Untimely (Client Caused),0,0,0,0
KPT Processing Center,Total Denials,Timely,0,0,0,0
KPT Processing Center,Total Denials,Untimely (Agency Caused),0,0,0,0
KPT Processing Center,Total Denials,Untimely (Client Caused),0,0,0,0
KPT Processing Center,Total Non-Expedited Denials,Timely,0,0,0,0
KPT Processing Center,Total Non-Expedited Denials,Untimely (Agency Caused),0,0,0,0
KPT Processing Center,Total Non-Expedited Denials,Untimely (Client Caused),0,0,0,0
KPT Processing Center,Total Expedited Denials,Timely,0,0,0,0
KPT Processing Center,Total Expedited Denials,Untimely (Agency Caused),0,0,0,0
KPT Processing Center,Total Expedited Denials,Untimely (Client Caused),0,0,0,0
KPT Processing Center,Total Non-Expedited Dispositions,Timely,0,0,0,0
KPT Processing Center,Total Non-Expedited Dispositions,Untimely (Agency Caused),0,0,0,0
KPT Processing Center,Total Non-Expedited Dispositions,Untimely (Client Caused),0,0,0,0
KPT Processing Center,Total Expedited Dispositions,Timely,0,0,0,0
KPT Processing Center,Total Expedited Dispositions,Untimely (Agency Caused),0,0,0,0
KPT Processing Center,Total Expedited Dispositions,Untimely (Client Caused),0,0,0,0
KPT Processing Center,Total Non-Expedited Applications Pending at the End of Report Period,30 Days And Under,0,0,0,0
KPT Processing Center,Total Non-Expedited Applications Pending at the End of Report Period,31 - 40 Days,1,0,0,0
KPT Processing Center,Total Non-Expedited Applications Pending at the End of Report Period,41 - 50 Days,0,0,0,0
KPT Processing Center,Total Non-Expedited Applications Pending at the End of Report Period,51 - 60 Days,0,0,0,0
KPT Processing Center,Total Non-Expedited Applications Pending at the End of Report Period,61 - 90 Days,2,13,0,0
KPT Processing Center,Total Non-Expedited Applications Pending at the End of Report Period,91 + Days,0,1,0,0
KPT Processing Center,Total Expedited Applications Pending at the End of Report Period,30 Days And Under,0,0,0,0
KPT Processing Center,Total Expedited Applications Pending at the End of Report Period,31 - 40 Days,0,0,0,0
KPT Processing Center,Total Expedited Applications Pending at the End of Report Period,41 - 50 Days,0,0,0,0
KPT Processing Center,Total Expedited Applications Pending at the End of Report Period,51 - 60 Days,0,0,0,0
KPT Processing Center,Total Expedited Applications Pending at the End of Report Period,61 - 90 Days,0,0,0,0
KPT Processing Center,Total Expedited Applications Pending at the End of Report Period,91 + Days,0,0,0,0
KPT Processing Center,Total Applications Pending At The End of Report Period (Both Non-Expedited and Expedited),,0,0,0,0
OR&L Processing Center,Appls Pending At Beg Of Report Period (Both Non-Expedited and Expedited),,83,83,2,1
OR&L Processing Center,Appls Received This Report Period (Both Non-Expedited and Expedited),,15,102,1,1
OR&L Processing Center,Total Dispositions,Timely,1,6,0,0
OR&L Processing Center,Total Dispositions,Untimely (Agency Caused),4,2,0,0
OR&L Processing Center,Total Dispositions,Untimely (Client Caused),0,0,0,0
OR&L Processing Center,Total Approvals,Timely,1,6,0,0
OR&L Processing Center,Total Approvals,Untimely (Agency Caused),3,1,0,0
OR&L Processing Center,Total Approvals,Untimely (Client Caused),0,0,0,0
OR&L Processing Center,Total Non-Expedited Approvals,Timely,0,4,0,0
OR&L Processing Center,Total Non-Expedited Approvals,Untimely (Agency Caused),3,1,0,0
OR&L Processing Center,Total Non-Expedited Approvals,Untimely (Client Caused),0,0,0,0
OR&L Processing Center,Total Expedited Approvals,Timely,1,2,0,0
OR&L Processing Center,Total Expedited Approvals,Untimely (Agency Caused),0,0,0,0
OR&L Processing Center,Total Expedited Approvals,Untimely (Client Caused),0,0,0,0
OR&L Processing Center,Total Denials,Timely,0,0,0,0
OR&L Processing Center,Total Denials,Untimely (Agency Caused),0,0,0,0
OR&L Processing Center,Total Denials,Untimely (Client Caused),0,0,0,0
OR&L Processing Center,Total Non-Expedited Denials,Timely,0,0,0,0
OR&L Processing Center,Total Non-Expedited Denials,Untimely (Agency Caused),0,0,0,0
OR&L Processing Center,Total Non-Expedited Denials,Untimely (Client Caused),0,0,0,0
OR&L Processing Center,Total Expedited Denials,Timely,0,0,0,0
OR&L Processing Center,Total Expedited Denials,Untimely (Agency Caused),0,0,0,0
OR&L Processing Center,Total Expedited Denials,Untimely (Client Caused),0,0,0,0
OR&L Processing Center,Total Non-Expedited Dispositions,Timely,0,4,0,0
OR&L Processing Center,Total Non-Expedited Dispositions,Untimely (Agency Caused),4,2,0,0
OR&L Processing Center,Total Non-Expedited Dispositions,Untimely (Client Caused),0,0,0,0
OR&L Processing Center,Total Expedited Dispositions,Timely,1,2,0,0
OR&L Processing Center,Total Expedited Dispositions,Untimely (Agency Caused),0,0,0,0
OR&L Processing Center,Total Expedited Dispositions,Untimely (Client Caused),0,0,0,0
OR&L Processing Center,Total Non-Expedited Applications Pending at the End of Report Period,30 Days And Under,8,64,0,0
OR&L Processing Center,Total Non-Expedited Applications Pending at the End of Report Period,31 - 40 Days,6,33,1,1
OR&L Processing Center,Total Non-Expedited Applications Pending at the End of Report Period,41 - 50 Days,0,0,0,0
OR&L Processing Center,Total Non-Expedited Applications Pending at the End of Report Period,51 - 60 Days,0,0,0,0
OR&L Processing Center,Total Non-Expedited Applications Pending at the End of Report Period,61 - 90 Days,22,37,0,0
OR&L Processing Center,Total Non-Expedited Applications Pending at the End of Report Period,91 + Days,56,41,2,1
OR&L Processing Center,Total Expedited Applications Pending at the End of Report Period,30 Days And Under,0,0,0,0
OR&L Processing Center,Total Expedited Applications Pending at the End of Report Period,31 - 40 Days,0,0,0,0
OR&L Processing Center,Total Expedited Applications Pending at the End of Report Period,41 - 50 Days,0,0,0,0
OR&L Processing Center,Total Expedited Applications Pending at the End of Report Period,51 - 60 Days,0,0,0,0
OR&L Processing Center,Total Expedited Applications Pending at the End of Report Period,61 - 90 Days,0,0,0,0
OR&L Processing Center,Total Expedited Applications Pending at the End of Report Period,91 + Days,1,2,0,0
OR&L Processing Center,Total Applications Pending At The End of Report Period (Both Non-Expedited and Expedited),,0,0,0,0
Waipahu Processing Center,Appls Pending At Beg Of Report Period (Both Non-Expedited and Expedited),,13,8,0,0
